id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers
8734,1.26,AGSL,SI2,K, ,60.4,,6.95x7x4.21, ,Other/Unknown,Round, ,59.0,1,,5644.45
8735,1.2,AGSL,SI2,J, ,62.7,,6.77x6.69x4.22,Excellent,DR Congo,Round,Very good,56.0,2,,6325.1625
8736,1.17,AGSL,SI2,I, ,56.7,False,6.99x7.07x3.98,Good,South Africa,Round,Good,63.0,1,,6183.868333333334
8737,0.9,,SI1,D, ,63.8,,6.09x6.03x3.87,Excellent,Angola,Oval ,Very good,57.0,3,,6429.269166666668
8738,1.0,AGSL,SI1,G, ,64.9,,6.28x6.23x4.06,Excellent,Russia,Round,Very good,,4,,6853.501904761904
8739,1.16,,SI2,J, ,61.8,,6.69x6.74x4.15, ,Russia,Round, ,,2,,6180.289801587302
8740,1.04,AGSL,SI1,I, ,62.2,,6.49x6.51x4.05, ,Canada,Round, ,,3,,7444.350357142856
8741,1.11,AGSL,SI2,I, ,61.1,,6.63x6.68x4.06, ,Russia,Round, ,,4,,5677.725000000001
8742,1.11,AGSL,SI2,H, ,59.8,,6.76x6.74x4.03,Excellent,Russia,Princess,Excellent,60.0,2,,6331.766666666666
8743,1.05,GemEx,SI2,K, ,63.0,,6.44x6.43x4.06,Excellent,Canada,Emerald,Very good,58.0,1,,4553.3
8744,0.9,AGSL,VS1,G, ,,,6.15x6.13x3.8,Very good,Russia,Round,Good,56.0,1,,6342.165833333333
8745,1.05,AGSL,SI1,I, ,62.4,,6.52x6.48x4.05,Excellent,Other/Unknown,Pear,Excellent,57.0,3,,7045.052857142857
8746,1.12,AGSL,SI2,I, ,60.6,,6.75x6.8x4.11, ,Russia,Emerald, ,55.0,4,,5888.643333333333
8747,1.01,AGSL,SI1,I, ,59.5,,6.53x6.54x3.89, ,Russia,Emerald, ,,1,,5386.697261349763
8748,1.0,AGSL,SI1,F, ,60.4,,6.35x6.49x3.88, ,Russia,Round, ,52.0,1,,7496.160714285714
8749,1.04,AGSL,SI2,G, ,62.1,,6.47x6.49x4.02,Excellent,Angola,Round,Excellent,57.0,2,,7248.729166666668
8750,1.27,AGSL,VS2,K, ,,,6.88x6.93x4.31, ,Russia,Asscher, ,56.0,1,,7040.55
8751,1.33,AGSL,SI1,L, ,,,7.04x7.08x4.32, ,Botswana,Round, ,,2,,5747.25
8752,0.9,AGSL,VS2,G, ,62.0,True,6.16x6.17x3.82, ,Zimbabwe,Marquise, ,57.0,3,,5901.116666666668
8753,1.3,AGSL,SI2,K, ,61.7,,6.97x6.99x4.3, ,Australia,Round, ,59.0,2,,5670.55
8754,1.02,AGSL,SI1,I, ,62.3,,6.4x6.44x4, ,Canada,Round, ,58.0,1,,6092.542380952381
8755,1.05,AGSL,VS2,J, ,62.1,,6.46x6.48x4.02,Excellent,Canada,Round,Excellent,57.0,1,,5824.45
8756,1.0,AGSL,SI1,K, ,60.7,,6.42x6.38x3.89,Very good,DR Congo,Oval,Very good,62.0,3,,4418.15
8757,1.3,AGSL,VS2,K, ,59.9,,7.12x7.08x4.25,Excellent,Australia,Round,Excellent,59.0,4,,6548.175
8758,1.0,AGSL,IF,J, ,,,6.42x6.48x3.97,Excellent,Russia,Round,Excellent,58.0,2,,6212.949583333334
8759,1.07,AGSL,SI2,I, ,60.7,,6.62x6.64x4.02, ,Australia,Round, ,,3,,5656.013333333333
8760,1.17,AGSL,SI2,G, ,,False,6.71x6.72x4.18, ,South Africa,Round, ,,3,,7230.9333333333325
8761,1.04,AGSL,VS2,H, ,66.1,,6.2x6.24x4.11, ,Russia,Princess, ,56.0,3,,8224.9075
8762,0.91,,VS1,F, ,,,6.08x6.04x3.9,Excellent,Botswana,Radiant,Very good,56.0,1,,6632.435
8763,0.9,AGSL,VVS2,G, ,62.8,,6.14x6.12x3.85,Excellent,South Africa,Round,Very good,56.0,1,,6306.366666666666
8764,1.08,AGSL,VS2,J, ,61.8,,6.57x6.6x4.07, ,Australia,Marquise, ,58.0,2,,5906.15
8765,1.11,AGSL,SI1,I, ,60.3,,6.72x6.68x4.04,Excellent,Russia,Round,Excellent,59.0,3,,8688.5
8766,1.21,AGSL,VS1,K, ,61.9,False,6.82x6.83x4.23, ,DR Congo,Asscher, ,57.0,1,,6606.75
8767,1.08,AGSL,SI1,I, ,60.3,,6.67x6.64x4.02,Excellent,Angola,Round,Excellent,,4,,6616.2
8768,1.08,AGSL,VS1,J, ,,,6.53x6.57x4.11, ,Angola,Round, ,,4,,6220.775
8769,0.9,AGSL,VS1,H, ,62.9,,6.12x6.16x3.86, ,Angola,Oval , ,56.0,2,,5396.274285714285
8770,1.2,AGSL,VS2,J, ,61.3,,6.83x6.77x4.17,Excellent,Australia,Round,Very good,63.0,3,,7263.58125
8771,1.2,AGSL,SI1,J, ,61.4,,6.84x6.8x4.19,Very good,Australia,Marquise,Very good,56.0,3,,6971.264821428569
8772,1.2,AGSL,SI1,J, ,61.6,False,6.81x6.79x4.19,Excellent,South Africa,Round,Excellent,57.0,2,,6915.228333333335
8773,1.11,AGSL,IF,K, ,61.7,,6.61x6.71x4.11,Excellent,Russia,Round,Very good,56.0,1,,6036.9
8774,1.24,AGSL,VS2,L,Excellent,61.9,,6.9x6.92x4.28,Very good,Australia,Emerald,Very good,58.0,4,,5280.3275
8775,1.05,AGSL,SI2,G, ,59.9,,6.6x6.62x3.96,Excellent,Australia,Emerald,Excellent,,2,,7032.575
8776,1.14,AGSL,SI2,I, ,61.9,,6.67x6.71x4.14, ,Russia,Pear, ,,1,,6071.121666666668
8777,1.21,,VS2,J, ,63.3,,6.75x6.72x4.27,Very good,South Africa,Round,Excellent,59.0,2,,7793.433333333333
8778,1.11,AGSL,SI1,J, ,62.1,False,6.6x6.64x4.11,Excellent,Angola,Round,Excellent,60.0,1,,5765.45
8779,1.0,AGSL,SI2,F, ,62.3,,6.34x6.37x3.95,Very good,DR Congo,Oval,Excellent,,2,,5695.469642857143
8780,1.12,AGSL,SI2,G, ,61.7,,6.66x6.7x4.12, ,Botswana,Emerald, ,56.0,3,,6633.375
8781,1.03,GemEx,VVS1,J, ,61.6,False,6.5x6.51x4.01, ,Canada,Marquise, ,59.0,3,,5746.044047619049
8782,1.0,AGSL,VS2,K, ,62.7,,6.25x6.2x3.9,Excellent,Russia,Round,Very good,60.0,4,,3757.85
8783,1.01,AGSL,SI2,F, ,59.8,,6.52x6.54x3.91,Excellent,Australia,Round,Excellent,60.0,1,,7034.8092857142865
8784,1.7,AGSL,SI2,M, ,,,7.66x7.61x4.7,Very good,Australia,Princess,Excellent,61.0,3,,10643.2
8785,1.01,AGSL,SI1,H, ,62.2,,6.44x6.41x4,Excellent,Australia,Princess,Excellent,58.0,1,,8149.503333333334
8786,1.0,AGSL,SI1,F, ,64.5,,6.26x6.23x4.03,Excellent,DR Congo,Round,Good,54.0,1,,7645.964642857143
8787,1.09,AGSL,VS2,I, ,62.8,False,6.56x6.53x4.11,Excellent,Canada,Round,Excellent,,1,,7487.0
8788,1.0,AGSL,SI1,E, ,,,6.18x6.25x3.99, ,Australia,Round, ,,3,,6601.649285714287
8789,1.31,AGSL,SI2,J, ,62.4,,7.02x6.99x4.37,Excellent,Angola,Round,Excellent,58.0,4,,7145.5
8790,1.01,,SI1,I, ,63.2,,6.33x6.39x4.02,Very good,South Africa,Asscher,Very good,56.0,3,,5605.4586736874235
8791,0.99,,SI1,E, ,63.9,,6.3x6.24x4.01,Excellent,Russia,Pear,Very good,56.0,3,,7049.58238095238
8792,1.05,AGSL,VS1,J, ,61.0,,6.5x6.54x3.98,Excellent,Other/Unknown,Round,Excellent,59.0,3,,5851.0
8793,1.32,AGSL,VS2,K, ,62.1,,7.06x7.03x4.38,Excellent,DR Congo,Princess,Excellent,56.0,3,,7036.42
8794,1.13,GemEx,SI2,I, ,61.9,,6.66x6.69x4.13,Excellent,Russia,Round,Excellent,58.0,3,,6002.890833333335
8795,1.27,AGSL,SI2,J, ,62.0,,6.96x6.94x4.31,Excellent,Russia,Round,Excellent,56.0,2,,6856.233333333333
8796,0.9,,VS2,F, ,62.5,,6.1x6.13x3.82, ,Botswana,Round, ,55.0,2,,6570.983333333333
8797,1.11,AGSL,SI2,H, ,62.4,,6.58x6.62x4.12, ,Canada,Oval, ,,2,,6090.139166666668
8798,1.13,AGSL,SI2,G, ,62.8,False,6.61x6.65x4.17, ,Russia,Cushion, ,57.0,2,,8207.452992979244
8799,1.03,AGSL,SI2,E, ,60.8,,6.54x6.5x3.97,Excellent,DR Congo,Uncut,Very good,58.0,4,,6507.8475
8800,1.07,AGSL,SI2,H, ,62.0,,6.54x6.56x4.06, ,Russia,Round, ,57.0,1,,6014.066666666667
8801,1.22,GemEx,SI2,K,Excellent,59.4,,6.94x6.96x4.13,Very good,DR Congo,Round,Excellent,59.0,2,,5141.1
8802,1.01,AGSL,SI1,H, ,59.4,,6.44x6.46x3.83,Excellent,Australia,Round,Very good,59.0,2,,8149.503333333334
8803,1.02,AGSL,VVS2,J, ,61.1,,6.46x6.5x3.96,Excellent,Botswana,Radiant,Excellent,59.0,2,,5509.192142857143
8804,1.2,GemEx,VS1,K, ,62.8,,6.71x6.8x4.24,Excellent,DR Congo,Round,Very good,58.0,1,,6375.35
8805,1.01,AGSL,SI2,G, ,,,6.52x6.57x3.87,Very good,Botswana,Round,Very good,,3,,6695.076235390426
8806,1.23,,VS1,L,Excellent,62.0,,6.87x6.89x4.27,Excellent,Canada,Princess,Excellent,,4,,6411.0
8807,1.14,AGSL,SI2,G, ,62.9,False,6.62x6.67x4.18, ,Botswana,Princess, ,56.0,3,,6447.0583333333325
8808,1.02,AGSL,SI1,H, ,,,6.28x6.32x4.09,Excellent,Botswana,Round,Excellent,57.0,2,,7355.0
8809,0.9,AGSL,VVS2,F, ,63.9,,6.09x6.03x3.87,Excellent,DR Congo,Round,Excellent,,2,,6276.12
8810,0.9,AGSL,VVS2,F, ,,,6.07x6.04x3.88,Excellent,Angola,Princess,Excellent,57.0,1,,6370.226666666667
8811,1.02,AGSL,SI2,E, ,62.6,,6.41x6.43x4.02, ,Russia,Round, ,57.0,3,,6958.5216666666665
8812,1.09,AGSL,SI2,E, ,61.9,,6.57x6.61x4.08,Excellent,Russia,Round,Excellent,,3,,8607.6
8813,1.01,AGSL,VS1,I, ,,,6.48x6.46x3.98,Excellent,Russia,Emerald,Excellent,59.0,2,,7085.4875
8814,0.91,AGSL,VS2,G, ,,,6.17x6.21x3.87, ,DR Congo,Pear, ,,2,,5911.1925
8815,1.0,AGSL,SI2,H,Excellent,,,6.44x6.48x3.96,Excellent,Russia,Radiant,Excellent,,3,,5522.6130303030295
8816,1.05,AGSL,SI2,H, ,62.5,,6.48x6.51x4.06,Excellent,Canada,Oval ,Excellent,,3,,5762.304166666668
8817,1.4,AGSL,SI1,L, ,60.9,,7.19x7.21x4.38, ,Russia,Pear, ,60.0,2,,6619.441666666667
8818,1.42,GemEx,VS2,K, ,,,7.17x7.14x4.49,Excellent,Australia,Round,Excellent,,1,,7549.1
8819,1.01,GemEx,VS1,G, ,65.4,False,6.12x6.28x4.06, ,Angola,Round, ,54.0,3,,8819.329404761904
8820,1.21,AGSL,SI2,I, ,62.4,,6.77x6.8x4.24, ,Russia,Round, ,56.0,2,,6999.595119047619
8821,1.4,AGSL,VS2,K, ,63.1,,7.12x7.05x4.47,Excellent,Russia,Round,Excellent,57.0,4,,7302.221309523809
8822,1.08,AGSL,VS2,I, ,60.2,,6.64x6.7x4.02,Very good,Australia,Round,Very good,58.0,3,,7302.7
8823,1.2,AGSL,VVS2,J, ,62.6,,6.8x6.74x4.24,Excellent,Canada,Round,Excellent,,4,,6968.661904761904
8824,1.35,,SI1,K, ,62.4,,7x7.05x4.38, ,DR Congo,Marquise, ,,3,,7098.0
8825,1.5,AGSL,SI2,L, ,61.5,,7.34x7.36x4.52, ,Botswana,Asscher, ,59.0,4,,8066.825
8826,1.09,AGSL,SI2,F, ,,,6.57x6.6x4.09, ,Australia,Round, ,,3,,7632.741666666666
8827,1.18,AGSL,SI2,I, ,62.3,,6.76x6.77x4.21,Excellent,Botswana,Marquise,Excellent,57.0,3,,6335.8125
8828,1.16,AGSL,SI1,F, ,61.4,,6.74x6.78x4.15,Excellent,Russia,ROUND,Excellent,,2,,8761.449999999999
8829,1.26,AGSL,VS2,J, ,62.5,,6.89x6.86x4.3,Excellent,South Africa,Oval,Excellent,57.0,4,,8478.1375
8830,1.41,AGSL,VVS2,L, ,61.9,,7.15x7.19x4.44, ,Russia,Round, ,59.0,2,,6939.4
8831,0.91,AGSL,VS2,E, ,,,6.21x6.24x3.8, ,Russia,Round, ,60.0,2,,6252.186845238095
8832,1.51,AGSL,VS2,L, ,62.5,,7.36x7.28x4.58,Very good,DR Congo,Uncut,Very good,56.0,2,,7443.375
8833,1.0,AGSL,VVS1,I, ,62.1,,6.43x6.45x4, ,Botswana,Round, ,,4,,6179.946666666667
8834,1.54,GemEx,VS2,L, ,58.0,,7.63x7.6x4.42,Excellent,Russia,Oval,Excellent,62.0,2,,7181.5
8835,1.5,AGSL,SI1,L, ,62.8,,7.3x7.21x4.56,Excellent,Botswana,Round,Very good,57.0,2,,8081.35
8836,1.01,,SI1,G, ,61.0,,6.43x6.48x3.94,Good,Russia,Round,Good,,3,,6905.310362554115
8837,1.01,AGSL,VS1,I, ,60.1,,6.47x6.52x3.9, ,Russia,Radiant, ,60.0,4,,7085.4875
8838,1.21,AGSL,VS2,I, ,,,6.98x6.93x4.15,Very good,Angola,Round,Good,57.0,2,,9591.0
8839,1.08,AGSL,VS1,J, ,62.4,,6.56x6.61x4.11,Excellent,Canada,Oval,Excellent,55.0,3,,6274.775
8840,1.3,AGSL,SI1,J, ,62.3,,7.03x7x4.37,Excellent,Russia,Round,Excellent,55.0,3,,8019.339484126985
8841,1.3,AGSL,SI1,J, ,62.6,,7x6.96x4.37,Excellent,Angola,Oval,Excellent,55.0,2,,7383.466666666667
8842,1.3,,SI1,J, ,,,7.12x7.09x4.24,Excellent,Canada,Round,Excellent,60.0,1,,7505.391666666667
8843,1.36,AGSL,VVS2,K, ,62.2,False,7.06x7.09x4.4, ,Botswana,Emerald, ,,1,,7254.508333333334
8844,1.22,AGSL,SI2,H, ,62.8,False,6.82x6.8x4.28,Excellent,South Africa,Round,Excellent,,4,,7671.873333333334
8845,1.0,AGSL,VS2,H, ,62.5,,6.33x6.37x3.97,Excellent,Russia,Emerald,Good,60.0,2,,6888.383333333334
8846,1.33,AGSL,SI2,J, ,62.9,,7.01x6.98x4.4,Excellent,Canada,Round,Excellent,,2,,7853.3
8847,1.0,GemEx,SI2,E,Good,63.3,,6.24x6.28x3.96,Very good,Russia,Princess,Very good,61.0,4,,5935.813313492065
8848,1.0,AGSL,SI1,H,Good,,,6.28x6.32x3.96,Very good,Angola,Emerald,Good,59.0,4,,6551.176666666667
8849,1.2,AGSL,SI1,I, ,60.7,,6.88x6.84x4.17,Excellent,Russia,Emerald,Excellent,59.0,2,,8051.404166666666
8850,1.26,AGSL,VS1,J, ,60.6,,7.01x6.98x4.24,Excellent,DR Congo,Princess,Excellent,59.0,4,,6803.5
8851,1.01,AGSL,SI1,H,Good,63.8,,6.16x6.24x3.96,Very good,Australia,Princess,Good,,2,,8149.503333333334
8852,1.01,AGSL,SI2,F, ,62.4,,6.41x6.44x4.01,Excellent,Russia,Round,Excellent,,3,,6524.236931818184
8853,1.01,AGSL,SI2,F, ,60.8,,6.41x6.44x3.91,Excellent,Botswana,Emerald,Very good,61.0,2,,5138.4325
8854,1.4,AGSL,VS2,K, ,60.2,,7.23x7.24x4.35, ,Russia,Round, ,60.0,2,,7302.221309523809
8855,1.01,AGSL,SI2,F,Excellent,,,6.39x6.45x3.97,Excellent,Botswana,Oval,Very good,56.0,4,,5138.4325
8856,1.0,AGSL,SI1,H,Very good,62.8,,6.28x6.31x3.96,Good,Botswana,Round,Good,56.0,2,,6481.658333333334
8857,1.42,AGSL,VS1,L, ,59.8,,7.33x7.3x4.37,Excellent,DR Congo,Round,Excellent,60.0,3,,7139.15
8858,1.41,AGSL,VS2,K, ,60.0,False,7.24x7.28x4.36, ,DR Congo,Radiant, ,60.0,2,,7687.095833333334
8859,1.2,AGSL,SI2,G, ,59.7,,6.92x6.88x4.12,Excellent,Russia,Round,Excellent,60.0,3,,8129.724566479273
8860,1.23,AGSL,VS2,J, ,62.1,,6.81x6.85x4.24,Excellent,Russia,Round,Excellent,56.0,2,,7203.745833333333
8861,1.0,AGSL,SI1,G, ,63.1,,6.31x6.33x3.99,Very good,Russia,Round,Excellent,59.0,2,,6853.501904761904
8862,1.0,AGSL,VS2,G, ,58.7,,6.56x6.52x3.84,Excellent,Russia,Princess,Very good,,3,,8040.575
8863,1.12,AGSL,SI2,G,Excellent,62.6,,6.61x6.63x4.15,Excellent,Russia,Round,Excellent,55.0,2,,8428.926564407815
8864,1.43,AGSL,SI1,K, ,62.4,,7.17x7.2x4.48, ,Russia,Oval, ,57.0,2,,7351.36130952381
8865,1.06,GemEx,VVS1,I, ,59.9,,6.6x6.65x3.97, ,Botswana,Round, ,,2,,8320.473333333333
8866,1.5,AGSL,VS1,L, ,,,7.46x7.43x4.42,Excellent,Botswana,ROUND,Excellent,61.0,4,,7790.65
8867,1.01,AGSL,IF,I, ,59.5,,6.46x6.48x3.85,Excellent,Canada,Round,Excellent,64.0,2,,7043.428571428572
8868,1.01,AGSL,VS2,J, ,,,6.24x6.27x4,Excellent,Russia,Round,Good,59.0,3,,5405.0179761904765
8869,1.02,AGSL,SI1,G, ,60.0,,6.5x6.53x3.91, ,Russia,Oval, ,61.0,4,,7188.960952380952
8870,1.3,AGSL,VS1,J, ,62.6,False,6.98x6.94x4.35,Excellent,Australia,Marquis,Excellent,57.0,2,,7784.485
8871,1.31,AGSL,SI2,I, ,62.5,,6.98x6.96x4.35,Excellent,Angola,Round,Excellent,58.0,2,,9294.533333333333
8872,1.23,AGSL,SI1,J,Excellent,62.6,,6.86x6.88x4.3,Excellent,Russia,Round,Excellent,56.0,2,,6947.414166666667
8873,1.31,AGSL,SI2,I, ,62.4,,7x6.98x4.36,Excellent,Australia,Asscher,Excellent,,2,,8177.887500000001
8874,1.05,AGSL,SI2,I, ,62.7,True,6.5x6.46x4.06,Excellent,DR Congo,Round,Excellent,57.0,4,,5387.518809523809
8875,1.3,AGSL,VS2,J, ,62.2,,7x6.96x4.34,Excellent,Australia,Round,Excellent,56.0,2,,8101.778888888889
8876,1.11,AGSL,VS2,I, ,62.7,,6.58x6.63x4.15, ,DR Congo,Round, ,57.0,3,,8048.969166666668
8877,1.03,AGSL,SI1,I, ,62.7,,6.42*6.47*4.04,Excellent,DR Congo,Round,Excellent,57.0,2,,6490.35
8878,1.14,AGSL,SI2,E, ,59.0,,6.84x6.9x4.05,Excellent,Botswana,Oval,Excellent,,2,,10257.3
8879,1.17,,VVS2,J, ,62.5,,6.74x6.79x4.23,Excellent,Botswana,Round,Excellent,,2,,6632.3
8880,1.4,AGSL,VS2,K, ,62.3,,7.12x7.15x4.44, ,South Africa,Emerald, ,57.0,1,,7884.775
8881,1.3,GemEx,SI2,I, ,59.9,,7.08x7.05x4.23,Excellent,Russia,Oval,Excellent,61.0,4,,8616.255833333335
8882,1.5,AGSL,SI1,K, ,61.8,,7.29x7.25x4.49,Excellent,Botswana,Radiant,Very good,58.0,3,,8512.839166666667
8883,1.07,AGSL,VVS1,K, ,62.4,,6.57x6.53x4.08,Excellent,DR Congo,Round,Excellent,,3,,5668.2
8884,1.07,AGSL,VS2,I, ,61.6,,6.55x6.58x4.05,Excellent,Canada,Round,Excellent,,2,,7859.45
8885,1.2,GemEx,SI2,H, ,61.0,,6.81x6.85x4.17,Excellent,Canada,Princess,Excellent,60.0,3,,7201.828333333333
8886,1.13,AGSL,VS2,I, ,62.5,False,6.63x6.66x4.15, ,Botswana,Round, ,58.0,4,,7811.45
8887,1.4,AGSL,SI1,J, ,61.3,,7.16x7.18x4.39,Excellent,Russia,Round,Excellent,59.0,3,,8754.264166666666
8888,1.21,,VS2,I, ,62.5,,6.81x6.78x4.25,Excellent,Zimbabwe,Round,Excellent,58.0,1,,8700.979166666666
8889,1.01,AGSL,SI1,H,Very good,,,6.31x6.39x4.02,Excellent,DR Congo,Round,Good,,3,,6847.491666666666
8890,1.28,GemEx,SI1,J,Good,62.0,,6.95x6.97x4.31,Fair,Russia,Round,Excellent,56.0,4,,7341.873055555554
8891,1.01,AGSL,SI1,D, ,,,6.34x6.38x4.02,Excellent,Australia,Round,Excellent,57.0,4,,8619.5
8892,1.22,AGSL,VS1,K,Excellent,62.1,,6.85x6.87x4.26,Excellent,Russia,Radiant,Excellent,56.0,2,,6444.7
8893,1.23,AGSL,SI2,I,Very good,60.7,,6.89x6.92x4.19,Very good,Angola,Emerald,Very good,58.0,1,,7815.6
8894,1.33,AGSL,VS1,J, ,62.5,,7.04x6.99x4.38,Excellent,Botswana,Round,Excellent,57.0,2,,8199.533333333333
8895,1.1,AGSL,VS2,H, ,60.0,,6.73x6.69x4.03,Excellent,Other/Unknown,Oval,Excellent,,2,,8858.55
8896,1.25,AGSL,SI2,G, ,61.8,,6.92x6.94x4.28,Excellent,Botswana,Princess,Excellent,,2,,9099.938333333334
8897,1.06,AGSL,SI1,G, ,62.9,,6.45x6.5x4.07, ,Russia,Round, ,,2,,7756.6
8898,1.01,AGSL,SI1,D, ,,,6.52x6.47x3.96,Very good,Botswana,Round,Very good,,2,,9208.45
8899,1.0,AGSL,VVS2,F, ,65.6,,6.22x6.26x4.09, ,Russia,Marquise, ,53.0,3,,9507.933928571429
8900,1.03,AGSL,SI2,E, ,,,6.48x6.54x4,Excellent,Russia,Marquis,Excellent,57.0,2,,6458.051666666666
8901,1.01,AGSL,VS1,G, ,,,6.41x6.39x4,Excellent,Botswana,Round,Excellent,57.0,2,,8173.346904761904
8902,1.01,,SI1,G,Good,62.2,,6.24x6.28x3.9,Good,South Africa,Round,Good,,4,,7100.098095238096
8903,1.0,GemEx,SI1,G,Very good,60.3,False,6.43x6.48x3.89,Very good,Russia,Round,Good,63.0,2,,6853.501904761904
8904,1.01,GemEx,VS2,H, ,62.3,,6.31x6.35x3.94,Excellent,Russia,Round,Very good,60.0,3,,8190.267738095236
8905,1.01,AGSL,VS1,F, ,63.0,,6.4x6.36x4.02,Excellent,Canada,Round,Very good,57.0,2,,10479.679166666667
8906,1.0,AGSL,SI1,E, ,,,6.54x6.59x3.88,Excellent,Botswana,Round,Very good,57.0,4,,6779.019166666668
8907,1.23,,SI1,I, ,62.6,,6.79x6.84x4.26,Very good,DR Congo,Round,Excellent,58.0,1,,8459.024166666666
8908,1.01,,SI1,E, ,,,6.52x6.55x3.92, ,DR Congo,Round, ,,2,,10779.176547619049
8909,1.08,AGSL,SI1,G, ,61.4,,6.53x6.56x4.02, ,Australia,Emerald, ,,4,,7702.395
8910,1.14,,SI1,G, ,,,6.84x6.81x4.07,Excellent,South Africa,Radiant,Excellent,60.0,4,,9547.2125
8911,1.0,GemEx,IF,I, ,61.3,,6.42x6.39x3.93,Excellent,Russia,Round,Excellent,,3,,6775.9975
8912,1.13,AGSL,VS2,H, ,59.9,,6.8x6.79x4.07,Excellent,Australia,Pear,Excellent,61.0,2,,8704.533333333333
8913,1.02,AGSL,SI1,G, ,59.4,False,6.52x6.56x3.89, ,South Africa,Round, ,62.0,3,,7532.865
8914,1.04,AGSL,SI2,G, ,,,6.43x6.46x4.02,Excellent,DR Congo,Round,Excellent,58.0,4,,6825.437976190477
8915,1.3,AGSL,SI2,H, ,,,6.97x6.93x4.34,Excellent,DR Congo,Round,Excellent,57.0,2,,9484.491746031745
8916,1.51,AGSL,SI2,K, ,62.3,,7.29x7.33x4.55, ,Botswana,Asscher, ,59.0,2,,8448.325
8917,1.26,AGSL,VS1,K,Excellent,61.7,,6.92x6.94x4.28,Excellent,Russia,Round,Excellent,57.0,2,,6695.85
8918,1.08,AGSL,VS2,J, ,60.9,,6.63x6.6x4.03,Excellent,South Africa,Round,Excellent,60.0,4,,6310.7
8919,1.22,AGSL,VS1,I, ,62.5,,6.82x6.78x4.25,Excellent,Russia,Emerald,Excellent,57.0,2,,9344.325
8920,1.1,AGSL,VVS2,I, ,62.2,,6.57x6.61x4.1, ,South Africa,Radiant, ,57.0,2,,8723.7
8921,1.3,AGSL,SI2,I, ,62.1,False,6.95x6.98x4.33,Excellent,Russia,Round,Excellent,,1,,8616.255833333335
8922,1.43,AGSL,VS1,K, ,62.2,False,7.17x7.21x4.47, ,Russia,Round, ,,3,,7629.6
8923,1.05,AGSL,VS2,G, ,62.1,,6.52x6.48x4.04,Excellent,South Africa,Round,Excellent,57.0,4,,8740.157857142856
8924,1.01,AGSL,SI1,F, ,60.7,,6.47x6.52x3.95, ,DR Congo,Round, ,,2,,8150.714166666667
8925,1.4,AGSL,SI1,J, ,62.0,,7.17x7.14x4.44,Excellent,Other/Unknown,Round,Excellent,59.0,2,,8483.676666666666
8926,1.13,AGSL,VS1,I, ,,,6.77x6.82x4.05,Very good,Botswana,Round,Excellent,59.0,2,,7844.85
8927,1.07,AGSL,VS1,I, ,62.0,,6.52x6.57x4.06,Excellent,Russia,Radiant,Excellent,57.0,2,,8425.6
8928,1.12,AGSL,SI1,G, ,62.1,,6.6x6.63x4.11, ,DR Congo,Round, ,57.0,3,,7812.95
8929,1.53,AGSL,SI2,J, ,64.2,,7.16x7.21x4.61, ,Russia,Radiant, ,57.0,2,,10506.265833333333
8930,1.31,AGSL,SI2,J,Excellent,60.3,,7.08x7.1x4.28,Excellent,Canada,Princess,Excellent,,2,,7652.3
8931,1.05,AGSL,VS2,G, ,61.7,,6.54x6.5x4.02,Excellent,DR Congo,Emerald,Excellent,59.0,2,,8523.098333333333
8932,1.31,AGSL,SI2,H, ,62.1,,7x7.01x4.35, ,Other/Unknown,Round, ,,2,,8257.21746031746
8933,1.01,AGSL,VS1,H,Very good,60.5,,6.47x6.52x3.93,Very good,Australia,Pear,Good,,4,,8112.670714285715
8934,1.3,AGSL,SI1,I, ,61.6,,6.96x7.01x4.3,Excellent,DR Congo,Round,Excellent,59.0,1,,10090.341666666667
8935,1.13,AGSL,SI1,E, ,60.0,,6.71x6.76x4.04, ,Botswana,Round, ,62.0,1,,10109.6375
8936,0.91,AGSL,SI1,D, ,,,6.19x6.2x3.85,Excellent,Canada,Round,Excellent,56.0,2,,7054.445
8937,1.24,AGSL,SI2,H,Excellent,62.2,False,6.84x6.88x4.27,Excellent,Canada,Round,Excellent,57.0,2,,7856.1
8938,1.51,AGSL,SI1,J, ,,,7.22x7.14x4.63,Very good,Botswana,Round,Very good,,2,,10208.992499999998
8939,1.21,AGSL,SI1,H, ,60.5,,6.9x6.87x4.16,Excellent,South Africa,Round,Excellent,59.0,4,,9266.275
8940,1.05,AGSL,VVS2,J, ,,,6.55x6.51x4.01,Excellent,Russia,Round,Excellent,,3,,5898.8
8941,1.4,AGSL,SI1,J, ,,,7.11x7.14x4.46, ,Russia,Round, ,,2,,8754.264166666666
8942,1.1,,SI1,D, ,60.9,,6.65x6.68x4.06, ,Russia,Round, ,58.0,1,,10638.226666666667
8943,1.08,AGSL,VS2,G, ,60.2,,6.67x6.64x4.01,Excellent,Botswana,Princess,Excellent,60.0,4,,9797.075
8944,1.21,AGSL,VS1,I, ,62.5,,6.82x6.79x4.25,Excellent,Botswana,Round,Excellent,57.0,2,,8285.0375
8945,1.22,AGSL,SI2,G, ,,,6.8x6.83x4.24, ,Russia,Round, ,,2,,8635.984166666667
8946,1.49,AGSL,VS1,K, ,62.2,,7.34x7.31x4.56,Excellent,Russia,Radiant,Excellent,58.0,3,,8557.75
