id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers,Adjusted_Offers,Final_Offers
8983,1.14,AGSL,VS2,H, ,62.4,,6.66x6.7x4.17,Excellent,Russia,Round,Excellent,57.0,3,,8992.683333333334,8992.683333333334,8992.683333333334
8984,1.26,AGSL,SI1,J, ,59.9,,7.03x7.01x4.2,Very good,DR Congo,Round,Excellent,60.0,3,,5355.7,0.0,0.0
8985,1.52,AGSL,VS2,K, ,,,7.28x7.32x4.62,Excellent,Canada,Princess,Very good,,2,,9906.95,9906.95,9906.95
8986,1.0,AGSL,VS1,G, ,,,6.5x6.53x3.86,Excellent,Canada,Oval ,Very good,62.0,2,,7364.7,7364.7,7364.7
8987,1.31,AGSL,VS2,I, ,59.6,,7.14x7.11x4.25,Excellent,Botswana,Round,Excellent,,1,,9837.866666666667,9837.866666666667,9837.866666666667
8988,1.21,AGSL,SI1,F, ,,,6.9x6.81x4.17,Excellent,Canada,Round,Good,60.0,2,,9961.3,9961.3,9961.3
8989,1.01,AGSL,VS1,F, ,61.3,,6.44x6.4x3.94,Very good,Canada,Oval,Very good,63.0,4,,9002.179166666667,9002.179166666667,9002.179166666667
8990,1.01,AGSL,VS1,F, ,63.2,,6.4x6.35x4.03,Excellent,South Africa,Round,Excellent,59.0,4,,9040.897738095238,9040.897738095238,9040.897738095238
8991,1.1,AGSL,VVS1,I, ,61.9,,6.61x6.64x4.1,Excellent,Russia,Princess,Excellent,55.0,2,,9798.5,9798.5,9798.5
8992,1.01,AGSL,VVS1,H, ,61.1,,6.43x6.48x3.94, ,Russia,Round, ,61.0,3,,10002.240277777777,10002.240277777777,10002.240277777777
8993,1.01,AGSL,VVS1,H, ,60.7,,6.47x6.48x3.93, ,Angola,Round, ,62.0,3,,9826.829166666666,0.0,0.0
8994,1.11,AGSL,SI1,G, ,60.9,,6.69x6.74x4.09, ,Canada,Round, ,,4,,7881.679166666666,7881.679166666666,7881.679166666666
8995,1.03,AGSL,VS2,D, ,61.3,,6.51x6.53x4, ,DR Congo,Emerald, ,56.0,2,,10286.1,0.0,0.0
8996,1.3,AGSL,VS1,J,Very good,63.6,,6.84x6.88x4.36,Very good,South Africa,Round,Excellent,,4,,7997.959761904761,7997.959761904761,7997.959761904761
8997,1.14,GemEx,SI1,E,Good,64.4,,6.38x6.47x4.14,Good,Botswana,Round,Very good,,3,,10087.675,10087.675,10087.675
8998,1.0,AGSL,IF,I, ,60.3,,6.46x6.48x3.9,Excellent,Australia,Round,Excellent,,4,,7127.3492857142855,7127.3492857142855,7127.3492857142855
8999,1.4,,VS1,J, ,60.3,,7.2x7.22x4.35, ,Russia,Round, ,,4,,9148.435,9148.435,9148.435
9000,1.5,AGSL,VS1,J, ,62.2,,7.34x7.29x4.55,Excellent,Australia,Round,Excellent,55.0,2,,12530.9,12530.9,12530.9
9001,1.5,AGSL,SI1,J, ,61.4,,7.38x7.35x4.52,Excellent,Russia,Round,Excellent,,4,,10214.83,10214.83,10214.83
9002,1.07,AGSL,VS1,H, ,61.0,,6.6x6.64x4.04, ,DR Congo,Round, ,,4,,8790.214999999998,0.0,0.0
9003,1.45,AGSL,SI1,J, ,,,7.4x7.43x4.37, ,Russia,Round, ,,2,,9178.04,9178.04,9178.04
9004,1.51,GemEx,SI2,J, ,63.5,,7.22x7.26x4.59,Excellent,Canada,Princess,Excellent,56.0,3,,10579.420119047616,10579.420119047616,10579.420119047616
9005,1.01,AGSL,VS2,F, ,59.8,,6.5x6.52x3.89, ,Canada,Radiant, ,60.0,2,,8819.986547619048,8819.986547619048,8819.986547619048
9006,1.31,AGSL,VS2,I, ,63.9,,6.83x6.9x4.38,Excellent,Russia,Round,Very good,59.0,2,,11362.905,11362.905,11362.905
9007,1.3,,SI2,F, ,,,6.93x6.97x4.31, ,Russia,Oval, ,61.0,1,,10622.266666666665,10622.266666666665,10622.266666666665
9008,1.01,AGSL,VVS2,I, ,65.5,,6.26x6.2x4.08,Very good,Canada,Round,Good,,2,,6841.376666666666,6841.376666666666,6841.376666666666
9009,1.25,AGSL,SI2,G,Excellent,,,6.89x6.93x4.26,Very good,Russia,Princess,Very good,,2,,8504.093333333332,8504.093333333332,8504.093333333332
9010,1.01,AGSL,VVS1,G, ,63.5,,6.34x6.26x4,Excellent,Russia,Emerald,Very good,58.0,4,,9580.352380952381,9580.352380952381,9580.352380952381
9011,1.0,,VS2,E, ,58.2,,6.54x6.57x3.81,Excellent,Russia,Round,Very good,60.0,2,,8627.8275,8627.8275,8627.8275
9012,1.04,AGSL,VS1,H, ,62.3,,6.47x6.5x4.04,Excellent,Canada,Round,Excellent,58.0,3,,8389.533333333333,8389.533333333333,8389.533333333333
9013,1.19,,VS2,H, ,61.8,,6.81x6.83x4.21, ,Botswana,Princess, ,56.0,3,,9412.768333333333,9412.768333333333,9412.768333333333
9014,1.0,AGSL,VVS1,G, ,63.4,,6.34x6.29x4,Excellent,Australia,Round,Excellent,60.0,3,,8852.942857142858,8852.942857142858,8852.942857142858
9015,1.22,,SI2,H,Very good,62.1,,6.77x6.8x4.21,Good,Russia,Round,Excellent,,4,,7413.975,7413.975,7413.975
9016,1.5,AGSL,SI2,J, ,60.8,,7.35x7.4x4.48,Excellent,DR Congo,ROUND,Very good,59.0,2,,10635.485,0.0,0.0
9017,1.43,AGSL,VS1,J, ,62.4,,7.16x7.19x4.48, ,DR Congo,Round, ,57.0,2,,10777.516666666668,0.0,0.0
9018,1.07,AGSL,VVS2,H, ,60.2,,6.62x6.66x4, ,DR Congo,Round, ,59.0,3,,10609.3,0.0,0.0
9019,1.46,AGSL,VS1,J, ,59.2,,7.43x7.4x4.39,Excellent,Canada,Oval,Excellent,61.0,2,,10808.783333333335,10808.783333333335,10808.783333333335
9020,1.3,GemEx,SI2,G,Excellent,59.3,,7.12x7.15x4.23,Excellent,DR Congo,Round,Excellent,61.0,2,,11307.106666666665,0.0,0.0
9021,1.53,AGSL,SI1,J, ,61.8,,7.41x7.36x4.56,Excellent,Botswana,Oval,Very good,,3,,11269.52,11269.52,11269.52
9022,1.1,AGSL,VS1,H, ,61.8,,6.61x6.64x4.1,Excellent,Russia,Round,Excellent,58.0,4,,8599.925,8599.925,8599.925
9023,1.0,GemEx,VS1,G, ,62.4,False,6.35x6.41x3.98,Excellent,Angola,Round,Excellent,,3,,7765.943928571429,0.0,0.0
9024,1.02,AGSL,SI1,E, ,61.8,,6.42x6.46x3.98,Excellent,DR Congo,Round,Excellent,60.0,4,,10742.566666666666,0.0,0.0
9025,1.26,,SI1,G, ,62.2,,6.91x6.88x4.29,Excellent,South Africa,Radiant,Excellent,,4,,11816.85,11816.85,11816.85
9026,1.6,,SI2,I, ,62.4,,7.48x7.45x4.66,Excellent,Russia,Pear,Excellent,57.0,4,,13049.07,13049.07,13049.07
9027,1.1,AGSL,VVS2,G, ,59.6,,6.72x6.73x4.01, ,Russia,Radiant, ,60.0,4,,12074.4,12074.4,12074.4
9028,1.51,,I1,G, ,62.5,,7.34x7.36x4.6,Excellent,DR Congo,Oval,Excellent,56.0,3,,17547.847976190475,0.0,0.0
9029,1.4,AGSL,SI1,I, ,,,7.14x7.19x4.43, ,Australia,Round, ,59.0,2,,9556.035,9556.035,9556.035
9030,1.21,AGSL,VS2,H, ,62.6,,6.76x6.8x4.24, ,Canada,Oval, ,,2,,9434.1,9434.1,9434.1
9031,1.22,AGSL,VS1,I, ,61.8,,6.83x6.85x4.23,Excellent,Botswana,Round,Excellent,58.0,2,,8961.916666666668,8961.916666666668,8961.916666666668
9032,1.03,GemEx,SI1,E, ,59.1,,6.57x6.62x3.9,Excellent,Russia,Emerald,Excellent,61.0,2,,7688.875357142857,7688.875357142857,7688.875357142857
9033,1.13,AGSL,VVS2,H, ,60.4,,6.75x6.77x4.09,Excellent,Australia,Oval ,Excellent,59.0,4,,9551.8,9551.8,9551.8
9034,1.0,AGSL,VS1,H, ,63.1,,6.32x6.26x3.97,Excellent,Russia,Emerald,Very good,58.0,2,,9342.772500000001,9342.772500000001,9342.772500000001
9035,1.33,AGSL,IF,J, ,61.3,,7.07x7.14x4.36,Excellent,Russia,Round,Very good,55.0,2,,10036.1,10036.1,10036.1
9036,1.09,AGSL,SI1,E, ,59.0,,6.7x6.75x3.97,Excellent,Russia,Round,Excellent,62.0,3,,8207.65,8207.65,8207.65
9037,1.01,,VVS1,G, ,62.3,,6.42x6.47x4.01,Excellent,Australia,Emerald,Very good,,4,,9416.625714285714,9416.625714285714,9416.625714285714
9038,1.21,AGSL,VS1,F, ,63.4,,6.76x6.8x4.3,Excellent,Canada,Princess,Excellent,,2,,13535.6,13535.6,13535.6
9039,1.23,AGSL,SI2,E, ,,,6.87x6.9x4.24,Excellent,Russia,Round,Excellent,,3,,9740.123333333333,9740.123333333333,9740.123333333333
9040,1.4,AGSL,SI1,H, ,59.1,,7.3x7.31x4.32, ,Botswana,Marquise, ,59.0,4,,11211.6,11211.6,11211.6
9041,1.4,AGSL,SI1,H, ,62.9,,7.15x7.11x4.49,Excellent,Canada,Round,Very good,,3,,11256.675,11256.675,11256.675
9042,1.01,GemEx,VS2,D, ,59.5,,6.6x6.57x3.92,Excellent,Russia,Marquise,Excellent,60.0,2,,11624.78498015873,11624.78498015873,11624.78498015873
9043,1.32,GemEx,SI1,G, ,60.6,,7.11x7.06x4.3,Excellent,South Africa,Oval,Excellent,,3,,11560.5,11560.5,11560.5
9044,1.22,GemEx,VS1,H, ,,,6.99x7.03x4.14,Very good,Canada,Round,Excellent,,2,,10325.316666666668,10325.316666666668,10325.316666666668
9045,1.32,AGSL,SI2,E, ,62.2,,7.02x7.04x4.38,Excellent,Russia,Radiant,Excellent,56.0,3,,10580.058333333332,10580.058333333332,10580.058333333332
9046,1.5,GemEx,SI2,I, ,62.6,False,7.27x7.32x4.57,Excellent,Russia,Radiant,Excellent,57.0,4,,9910.230108225109,9910.230108225109,9910.230108225109
9047,2.0,AGSL,SI2,M, ,62.4,,7.98x8.02x4.99,Excellent,Australia,Emerald,Excellent,59.0,2,,12109.105,12109.105,12109.105
9048,1.81,AGSL,SI2,K, ,62.3,,7.72x7.77x4.83, ,Russia,Round, ,,2,,11419.1,11419.1,11419.1
9049,1.5,AGSL,SI2,G, ,60.3,,7.44x7.4x4.47,Excellent,Russia,Round,Excellent,60.0,4,,13420.159523809525,13420.159523809525,13420.159523809525
9050,1.18,AGSL,IF,H, ,61.3,False,6.77x6.83x4.17, ,Russia,Oval , ,60.0,2,,13298.056666666665,13298.056666666665,13298.056666666665
9051,1.1,AGSL,SI1,E, ,60.1,,6.67x6.71x4.02,Excellent,Australia,Oval,Excellent,,3,,9443.1875,9443.1875,9443.1875
9052,1.3,AGSL,VS2,H, ,61.5,,6.98x7.01x4.3,Excellent,Russia,Asscher,Excellent,58.0,2,,11532.011666666667,11532.011666666667,11532.011666666667
9053,1.01,AGSL,VS1,D, ,62.7,,6.41x6.38x4.01,Excellent,Australia,Round,Good,56.0,3,,12320.730297619051,12320.730297619051,12320.730297619051
9054,1.14,AGSL,VS1,F, ,62.0,,6.65x6.69x4.14,Excellent,Botswana,Round,Excellent,,2,,12908.3,12908.3,12908.3
9055,1.84,AGSL,SI2,K,Excellent,61.0,,7.89x7.92x4.82,Excellent,Russia,Round,Excellent,,4,,11332.3,11332.3,11332.3
9056,1.55,AGSL,VS1,J, ,60.4,,7.5x7.47x4.52,Excellent,Australia,Round,Excellent,,3,,12669.73,12669.73,12669.73
9057,1.51,AGSL,SI2,H, ,63.0,,7.27x7.3x4.59,Excellent,Angola,Round,Excellent,56.0,2,,11708.530833333332,0.0,0.0
9058,1.2,AGSL,VS1,G, ,61.4,False,6.84x6.83x4.2,Excellent,Other/Unknown,Round,Excellent,,2,,13141.935000000003,13141.935000000003,13141.935000000003
9059,1.01,AGSL,VS1,E, ,62.9,,6.33x6.37x3.99,Excellent,Angola,Emerald,Very good,,2,,9093.69808080808,0.0,0.0
9060,1.09,AGSL,VVS2,G, ,60.9,,6.6x6.62x4.03, ,Russia,Princess, ,59.0,4,,11809.041666666668,11809.041666666668,11809.041666666668
9061,1.37,AGSL,IF,J, ,,,7.28x7.38x4.31,Very good,Australia,Round,Very good,60.0,3,,9578.265357142856,9578.265357142856,9578.265357142856
9062,1.07,AGSL,VVS2,G, ,62.1,,6.52x6.53x4.05, ,Other/Unknown,Round, ,60.0,3,,10918.2,10918.2,10918.2
9063,1.7,AGSL,VS1,K, ,62.4,,7.58x7.61x4.74, ,Zimbabwe,Oval, ,,4,,11376.1,0.0,0.0
9064,1.7,AGSL,SI2,I, ,64.3,,7.45x7.39x4.77,Excellent,Australia,Marquise,Very good,,2,,14632.679166666667,14632.679166666667,14632.679166666667
9065,1.33,AGSL,SI1,F, ,60.3,,7.11x7.13x4.29,Excellent,Russia,Emerald,Excellent,,2,,13384.896428571426,13384.896428571426,13384.896428571426
9066,1.52,AGSL,VS2,J,Excellent,61.7,,7.31x7.41x4.54,Very good,Canada,Round,Very good,58.0,4,,11186.136666666667,11186.136666666667,11186.136666666667
9067,1.51,AGSL,SI1,I, ,62.8,,7.3x7.33x4.6,Excellent,Other/Unknown,ROUND,Excellent,58.0,4,,11515.495833333332,11515.495833333332,11515.495833333332
9068,1.27,,SI1,E, ,59.8,,7.03x7.07x4.21,Excellent,Australia,Round,Excellent,59.0,4,,14540.75,14540.75,14540.75
9069,1.53,AGSL,SI1,H, ,65.5,False,7.05x7.09x4.63, ,Russia,Round, ,,2,,14636.606666666667,14636.606666666667,14636.606666666667
9070,1.41,AGSL,VVS1,I, ,62.6,,7.15x7.11x4.46,Excellent,Botswana,Round,Excellent,56.0,2,,11340.4,11340.4,11340.4
9071,1.7,AGSL,SI2,J, ,,,7.63x7.66x4.71, ,Botswana,Oval, ,,3,,12435.2875,12435.2875,12435.2875
9072,1.5,AGSL,SI2,I,Very good,64.6,,7.15x7.21x4.64,Very good,South Africa,Asscher,Very good,,2,,10285.41376984127,10285.41376984127,10285.41376984127
9073,1.13,,VS2,D, ,62.8,,6.66x6.63x4.17,Excellent,Australia,Oval ,Excellent,57.0,4,,14640.74125,14640.74125,14640.74125
9074,1.4,GemEx,SI1,D, ,62.0,False,7.14x7.16x4.43, ,Botswana,Round, ,57.0,3,,16968.425,16968.425,16968.425
9075,1.1,AGSL,VVS2,G, ,61.7,,6.63x6.66x4.1, ,Australia,Round, ,57.0,3,,11754.45,11754.45,11754.45
9076,1.51,,SI1,I, ,63.1,,7.28x7.32x4.61,Excellent,Australia,Radiant,Excellent,57.0,4,,12158.083333333332,12158.083333333332,12158.083333333332
9077,1.35,AGSL,VS1,H, ,62.4,True,7x7.06x4.39, ,DR Congo,Radiant, ,,3,,12746.175,0.0,0.0
9078,1.22,AGSL,IF,H, ,61.4,,6.85x6.89x4.22,Excellent,Botswana,Round,Excellent,60.0,4,,13874.725,13874.725,13874.725
9079,1.35,AGSL,SI1,E, ,62.4,,7.04x7.08x4.4,Excellent,Other/Unknown,Round,Excellent,,2,,13899.01,13899.01,13899.01
9080,1.4,AGSL,SI1,G, ,62.4,,7.12x7.14x4.45, ,Russia,Round, ,57.0,4,,13331.661666666665,13331.661666666665,13331.661666666665
9081,1.51,AGSL,VS2,I, ,60.1,,7.47x7.43x4.48,Excellent,Russia,Round,Excellent,,2,,12947.63,12947.63,12947.63
9082,1.29,AGSL,VS1,G, ,62.7,,6.93x6.96x4.36,Excellent,Russia,Radiant,Excellent,55.0,2,,13037.6875,13037.6875,13037.6875
9083,1.14,AGSL,VVS2,G,Very good,,,6.71x6.78x4.1,Very good,Botswana,Princess,Very good,63.0,2,,12374.0,12374.0,12374.0
9084,1.57,AGSL,SI2,G,Excellent,61.4,,7.42x7.47x4.58,Excellent,DR Congo,Radiant,Excellent,60.0,2,,14793.200000000003,0.0,0.0
9085,2.01,AGSL,SI2,K, ,60.3,False,8.05x8.14x4.88,Excellent,Russia,Princess,Very good,60.0,4,,13994.636666666669,13994.636666666669,13994.636666666669
9086,1.59,GemEx,VS1,J, ,62.3,,7.43x7.49x4.65,Excellent,Botswana,Oval,Excellent,,2,,13455.05,13455.05,13455.05
9087,1.51,AGSL,SI1,I,Good,62.9,,7.22x7.27x4.56,Very good,DR Congo,Round,Excellent,59.0,2,,10752.395,0.0,0.0
9088,1.5,AGSL,SI1,I, ,,,7.24x7.32x4.55,Excellent,Russia,Round,Very good,58.0,4,,12318.84623015873,12318.84623015873,12318.84623015873
9089,1.12,AGSL,VS1,E,Very good,59.6,,6.7x6.8x4.02,Good,Russia,Round,Good,62.0,3,,12864.533333333335,12864.533333333335,12864.533333333335
9090,1.21,AGSL,VS2,F, ,63.8,,6.66x6.73x4.27,Very good,Australia,Asscher,Very good,57.0,3,,10324.958333333334,10324.958333333334,10324.958333333334
9091,1.7,AGSL,SI1,J, ,62.3,,7.63x7.65x4.76,Excellent,Russia,Round,Excellent,57.0,2,,11649.109761904761,11649.109761904761,11649.109761904761
9092,1.0,AGSL,VVS2,D, ,64.2,,6.3x6.25x4.03,Very good,DR Congo,Round,Very good,57.0,4,,13230.8,0.0,0.0
9093,2.04,AGSL,VS2,M, ,,,8.26x8.28x4.95, ,Russia,Round, ,58.0,4,,14397.15,14397.15,14397.15
9094,1.5,AGSL,VS2,I, ,61.8,,7.29x7.33x4.52,Very good,Angola,Round,Excellent,57.0,2,,12506.921428571428,0.0,0.0
9095,1.56,,SI1,H, ,62.0,,7.38x7.41x4.59,Excellent,Russia,Round,Excellent,57.0,3,,13709.949999999997,13709.949999999997,13709.949999999997
9096,2.01,GemEx,VVS2,M, ,,,8.2x8.17x4.96,Excellent,Russia,Radiant,Excellent,,4,,14879.066666666668,14879.066666666668,14879.066666666668
9097,1.01,AGSL,VVS2,D, ,62.7,False,6.33x6.39x3.99,Excellent,Botswana,Round,Excellent,56.0,4,,13736.130119047619,13736.130119047619,13736.130119047619
9098,1.72,AGSL,VVS2,J, ,61.6,False,7.67x7.71x4.73, ,Russia,Round, ,58.0,2,,12858.25,12858.25,12858.25
9099,1.72,AGSL,SI1,J,Good,,,7.44x7.58x4.79,Good,Russia,Round,Good,61.0,2,,12152.734166666665,12152.734166666665,12152.734166666665
9100,1.09,AGSL,VS1,F, ,62.2,,6.58x6.61x4.1,Excellent,South Africa,Princess,Excellent,56.0,2,,11508.05,11508.05,11508.05
9101,1.2,AGSL,VS2,E, ,60.3,,6.84x6.88x4.14,Excellent,Russia,Oval,Excellent,60.0,3,,16897.85,16897.85,16897.85
9102,2.11,AGSL,SI1,L, ,60.5,,8.32x8.28x5.02,Excellent,South Africa,Princess,Excellent,,4,,14278.8,14278.8,14278.8
9103,1.26,,VS1,E, ,60.3,,7.01x6.97x4.21,Excellent,Australia,Round,Excellent,59.0,3,,16530.87,16530.87,16530.87
9104,1.51,AGSL,SI1,H, ,62.7,,7.22x7.3x4.55,Excellent,Russia,Oval,Very good,59.0,3,,14940.11083333333,14940.11083333333,14940.11083333333
9105,1.13,,VVS1,G, ,60.2,,6.74x6.78x4.07, ,Botswana,Round, ,59.0,2,,12219.45,12219.45,12219.45
9106,1.5,AGSL,SI2,F,Very good,,,7.15x7.17x4.6,Very good,Russia,Princess,Excellent,58.0,3,,12658.552678571426,12658.552678571426,12658.552678571426
9107,1.51,AGSL,SI1,H, ,59.3,,7.51x7.48x4.44,Excellent,Angola,Round,Excellent,61.0,2,,14068.864166666668,0.0,0.0
9108,1.79,AGSL,VS1,K, ,62.2,,7.76x7.83x4.85,Excellent,Russia,Round,Excellent,,2,,13676.35,13676.35,13676.35
9109,1.7,AGSL,SI2,H, ,60.9,,7.68x7.73x4.69,Excellent,Russia,Oval ,Excellent,,2,,13543.065,13543.065,13543.065
9110,1.4,AGSL,VS2,G, ,,,7.14x7.19x4.42, ,Canada,Round, ,,2,,14525.225,14525.225,14525.225
9111,1.43,AGSL,VS1,H, ,,,7.15x7.2x4.48, ,Russia,Emerald, ,,2,,13562.433333333334,13562.433333333334,13562.433333333334
9112,1.7,AGSL,VS1,J, ,,,7.74x7.75x4.63, ,Russia,Emerald, ,60.0,4,,14255.9925,14255.9925,14255.9925
9113,1.07,AGSL,VS2,D, ,,,6.59x6.61x4.03, ,Angola,Round, ,,2,,13933.591666666665,0.0,0.0
9114,2.1,AGSL,VS2,L, ,,,8.31x8.28x5.02,Excellent,Russia,Radiant,Excellent,59.0,4,,15198.6,15198.6,15198.6
9115,1.01,AGSL,IF,F, ,61.5,,6.44x6.5x3.98,Very good,Botswana,Round,Good,,4,,9124.7925,9124.7925,9124.7925
9116,1.5,AGSL,VS2,J, ,,,7.44x7.41x4.52,Excellent,DR Congo,Round,Excellent,58.0,2,,10745.775,0.0,0.0
9117,1.35,AGSL,VS1,G, ,61.6,,7.09x7.1x4.37, ,Russia,Round, ,59.0,2,,12484.76,12484.76,12484.76
9118,1.71,AGSL,SI2,H, ,,,7.8x7.85x4.64,Excellent,South Africa,Round,Excellent,,3,,13005.8375,13005.8375,13005.8375
9119,2.21,AGSL,VVS2,M, ,62.6,,8.26x8.23x5.17,Excellent,Botswana,Round,Excellent,,2,,18594.05,18594.05,18594.05
9120,2.01,GemEx,SI1,L, ,59.2,,8.19x8.24x4.87, ,Russia,Cushion, ,61.0,2,,12649.9,12649.9,12649.9
9121,2.23,AGSL,VVS1,M, ,62.5,,8.35x8.28x5.19,Excellent,Botswana,Round,Excellent,57.0,4,,20603.8,20603.8,20603.8
9122,1.5,AGSL,SI2,E, ,,,7.39x7.44x4.47,Very good,Russia,Round,Good,,2,,13506.715833333335,13506.715833333335,13506.715833333335
9123,1.51,GemEx,SI2,E, ,60.5,,7.39x7.46x4.49,Excellent,Australia,Round,Excellent,59.0,3,,12723.483333333335,12723.483333333335,12723.483333333335
9124,2.01,AGSL,VVS2,L, ,62.9,False,8.03x8.01x5.05,Excellent,Russia,Round,Very good,,4,,14844.55,14844.55,14844.55
9125,1.61,AGSL,VS2,I, ,62.7,,7.45x7.5x4.68, ,Canada,Round, ,,2,,15746.85,15746.85,15746.85
9126,1.21,AGSL,VS1,F, ,61.9,False,6.78x6.82x4.21,Excellent,South Africa,Round,Excellent,58.0,2,,14247.05,14247.05,14247.05
9127,1.21,,VVS2,E, ,62.5,,6.77x6.8x4.24, ,Russia,Pear, ,,3,,16057.923333333334,16057.923333333334,16057.923333333334
9128,1.5,GemEx,VS1,J, ,59.1,False,7.43x7.39x4.38,Excellent,South Africa,Emerald,Excellent,,2,,12249.16,12249.16,12249.16
9129,1.22,,VVS2,E, ,62.6,,6.79x6.82x4.26, ,Russia,Cushion, ,58.0,3,,15672.208333333336,15672.208333333336,15672.208333333336
9130,1.51,,VVS1,H, ,59.2,,7.42x7.5x4.41,Excellent,Angola,Round,Very good,,3,,16616.579166666666,0.0,0.0
9131,1.5,AGSL,SI1,G,Excellent,60.0,,7.4x7.43x4.45,Excellent,Australia,Round,Excellent,62.0,2,,15793.395892857141,15793.395892857141,15793.395892857141
9132,1.53,,VS1,I, ,62.3,,7.36x7.39x4.59,Excellent,DR Congo,Oval,Excellent,,4,,14751.0025,0.0,0.0
9133,2.17,AGSL,VS2,K, ,61.1,,8.37x8.41x5.13,Excellent,Russia,Radiant,Excellent,56.0,4,,17378.05,17378.05,17378.05
9134,2.01,AGSL,VS2,K, ,61.6,,8.06x8.16x5,Excellent,Russia,Princess,Very good,57.0,2,,15414.541666666668,15414.541666666668,15414.541666666668
9135,1.07,AGSL,IF,F, ,61.8,,6.54x6.56x4.05,Excellent,Canada,Marquise,Excellent,57.0,2,,11125.725,11125.725,11125.725
9136,1.5,AGSL,SI1,F, ,62.4,,7.28x7.32x4.56,Excellent,Botswana,Round,Excellent,,2,,15031.874583333334,15031.874583333334,15031.874583333334
9137,1.31,,VVS1,G, ,60.8,,7.03x7.07x4.29, ,Australia,Round, ,59.0,2,,13136.475,13136.475,13136.475
9138,1.22,AGSL,VS2,D, ,61.2,,6.86x6.88x4.21,Excellent,DR Congo,Pear,Excellent,59.0,3,,16596.2,0.0,0.0
9139,2.18,AGSL,VS1,L, ,60.2,,8.42x8.39x5.07,Excellent,Russia,Round,Excellent,59.0,2,,15573.1,15573.1,15573.1
9140,1.7,AGSL,VVS2,I, ,62.5,,7.63x7.61x4.76,Excellent,South Africa,Princess,Excellent,57.0,4,,17400.55,17400.55,17400.55
9141,1.5,AGSL,VS2,G, ,60.5,,7.37x7.43x4.48,Excellent,Russia,Princess,Very good,,4,,14108.154285714289,14108.154285714289,14108.154285714289
9142,1.52,GemEx,VS2,H, ,62.0,,7.32x7.35x4.54,Excellent,DR Congo,Princess,Excellent,58.0,4,,16129.2,0.0,0.0
9143,1.26,AGSL,VVS1,G, ,62.2,True,6.87x6.91x4.28,Excellent,Angola,Round,Excellent,57.0,2,,12887.3625,0.0,0.0
9144,1.51,,SI1,F, ,,,7.42x7.38x4.55,Excellent,Russia,Emerald,Excellent,,2,,17798.967020063268,17798.967020063268,17798.967020063268
9145,1.51,AGSL,SI1,G, ,,,7.35x7.38x4.53,Excellent,South Africa,Emerald,Excellent,,4,,15838.753511904764,15838.753511904764,15838.753511904764
9146,1.71,AGSL,VS2,I, ,62.4,,7.63x7.65x4.77,Excellent,Russia,Radiant,Excellent,56.0,3,,18078.5375,18078.5375,18078.5375
9147,0.9,AGSL,IF,D, ,62.5,,6.09x6.17x3.83,Very good,Russia,Round,Very good,56.0,4,,13907.856666666665,13907.856666666665,13907.856666666665
9148,1.71,AGSL,VS2,I, ,62.6,,7.64x7.61x4.78,Excellent,Russia,Round,Excellent,58.0,2,,18078.5375,18078.5375,18078.5375
9149,1.8,GemEx,SI2,I, ,62.0,,7.78x7.8x4.83,Excellent,South Africa,Round,Excellent,,4,,17126.538333333334,17126.538333333334,17126.538333333334
9150,2.0,AGSL,SI1,K, ,57.8,,8.28x8.32x4.8, ,Australia,Radiant, ,,4,,14669.35,14669.35,14669.35
9151,1.71,AGSL,SI2,G,Very good,,,7.54x7.59x4.78,Very good,Botswana,Round,Very good,58.0,3,,13455.033333333335,13455.033333333335,13455.033333333335
9152,1.51,AGSL,VS2,G, ,63.3,False,7.22x7.25x4.58, ,South Africa,Round, ,,4,,19396.329642857145,19396.329642857145,19396.329642857145
9153,1.5,AGSL,VS2,G, ,61.6,,7.33x7.38x4.54,Good,Russia,Pear,Excellent,,2,,14108.154285714289,14108.154285714289,14108.154285714289
9154,1.56,,SI2,E, ,61.0,,7.44x7.47x4.55,Very good,Canada,Round,Very good,60.0,2,,13628.741666666665,13628.741666666665,13628.741666666665
9155,1.52,AGSL,SI1,G, ,,,7.4x7.44x4.49,Excellent,Botswana,Round,Excellent,,2,,17580.500277777777,17580.500277777777,17580.500277777777
9156,1.3,AGSL,VVS1,G, ,62.4,,6.92x6.96x4.33, ,South Africa,Emerald, ,,2,,13203.8125,13203.8125,13203.8125
9157,1.54,AGSL,VS2,H, ,,,7.37x7.41x4.58,Excellent,DR Congo,Princess,Excellent,57.0,2,,16064.7,0.0,0.0
9158,2.02,AGSL,VS1,K, ,61.8,,8.09x8.11x5.01, ,DR Congo,Round, ,56.0,4,,17837.716666666664,0.0,0.0
9159,2.14,AGSL,SI1,K, ,61.1,,8.3x8.27x5.06,Excellent,Russia,Round,Excellent,59.0,3,,17589.55,17589.55,17589.55
9160,1.59,AGSL,VS2,H, ,,,7.48x7.51x4.58,Very good,South Africa,Asscher,Very good,58.0,4,,16343.75,16343.75,16343.75
9161,2.25,AGSL,VS2,L, ,61.9,,8.38x8.41x5.19, ,Russia,Round, ,58.0,2,,16415.7,16415.7,16415.7
9162,1.7,,SI1,H, ,,,7.61x7.56x4.74,Excellent,Australia,Round,Excellent,58.0,4,,17416.846825396828,17416.846825396828,17416.846825396828
